icp,meter,Lv circuit,DTX,ICP startdate,Icp endate,Reason
0000432907WEDB7,10017041,T1028-U04,T1028,2022-05-01 00:00:00,2023-06-30 00:00:00,tx change
0000432907WEDB7,10017041,T5047-U01,T5047,2023-06-30 00:00:00,,
0000432908WE269,10062864,T1028-U04,T1028,2022-05-01 00:00:00,2023-06-30 00:00:00,tx change
0000432908WE269,10062864,T5047-U01,T5047,2023-06-30 00:00:00,,
0000432909WEE2C,10012206,T1028-U04,T1028,2022-05-01 00:00:00,2023-06-30 00:00:00,tx change
0000432909WEE2C,10012206,T5047-U01,T5047,2023-06-30 00:00:00,,
0000432911WE695,10013907,T1028-U04,T1028,2022-05-01 00:00:00,2023-06-30 00:00:00,tx change
0000432911WE695,10013907,T5047-U01,T5047,2023-06-30 00:00:00,,
0000432912WEA55,10012039,T1028-U04,T1028,2022-05-01 00:00:00,2023-06-30 00:00:00,tx change
0000432912WEA55,10012039,T5047-U01,T5047,2023-06-30 00:00:00,,
0000432997WE250,10019715,T1028-U04,T1028,2022-05-01 00:00:00,2023-06-30 00:00:00,tx change
0000432997WE250,10019715,T5047-U01,T5047,2023-06-30 00:00:00,,
0000434369WEE16,10011393,T1110-U05,T1110,2022-05-01 00:00:00,2022-10-27 00:00:00,icp decom
0000434373WE62A,,T1110-U05,T1110,2022-05-01 00:00:00,2022-08-17 00:00:00,icp decom
0000434393WEC90,10022227,T6607-U02,T6607,2022-05-01 00:00:00,2023-05-30 00:00:00,Meter change
0000434393WEC90,10074560,T6607-U02,T6607,2023-05-30 00:00:00,,
0000440226WE650,10069730,T6607-U02,T6607,2022-05-01 00:00:00,2022-11-23 00:00:00,icp decom
0000440238WEF66,10016856,T6607-U02,T6607,2022-05-01 00:00:00,2024-07-01 00:00:00,icp decom
0000440244WE925,,T6607-U02,T6607,2022-05-01 00:00:00,2024-01-11 00:00:00,icp decom
0000440919WED78,10010524,T7314-U01,T7314,2022-05-01 00:00:00,2024-06-14 00:00:00,tx change
0000440919WED78,10010524,T7306-U02,T7306,2024-06-14 00:00:00,,
0000441157WEDEB,10060514,T1169-U04,T1169,2022-05-01 00:00:00,2022-08-05 00:00:00,tx change
0000441157WEDEB,10060514,T4828-U01,T4828,2022-08-05 00:00:00,,
0000441158WE235,10055852,T1169-U04,T1169,2022-05-01 00:00:00,2022-08-05 00:00:00,tx change
0000441158WE235,10055852,T4828-U01,T4828,2022-08-05 00:00:00,,
0000441159WEE70,10031326,T1169-U04,T1169,2022-05-01 00:00:00,2022-08-05 00:00:00,tx change
0000441159WEE70,10031326,T4828-U01,T4828,2022-08-05 00:00:00,,
0000441163WEB19,10059166,T1169-U04,T1169,2022-05-01 00:00:00,2022-08-05 00:00:00,tx change
0000441163WEB19,10059166,T4828-U01,T4828,2022-08-05 00:00:00,,
0000441183WE1A3,10059117,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000441183WE1A3,10059117,T1169-U01,T1169,2022-09-01 00:00:00,,
0000441184WEC69,10031304,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000441184WEC69,10031304,T1169-U01,T1169,2022-09-01 00:00:00,,
0000441185WE02C,10051685,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000441185WE02C,10051685,T1169-U01,T1169,2022-09-01 00:00:00,,
0000441186WECEC,10022161,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000441186WECEC,10022161,T1169-U01,T1169,2022-09-01 00:00:00,,
0000441188WEF77,10022166,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000441188WEF77,10022166,T1169-U01,T1169,2022-09-01 00:00:00,,
0000441311WE4C6,10023441,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441311WE4C6,10023441,T7695-U02,T7695,2023-09-20 00:00:00,,
0000441312WE806,10020658,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441312WE806,10020658,T7695-U02,T7695,2023-09-20 00:00:00,,
0000441313WE443,10016925,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441313WE443,10016925,T7695-U02,T7695,2023-09-20 00:00:00,,
0000441314WE989,10018620,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441314WE989,10018620,T7695-U02,T7695,2023-09-20 00:00:00,,
0000441315WE5CC,10010884,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441315WE5CC,10010884,T7695-U02,T7695,2023-09-20 00:00:00,,
0000441316WE90C,10038631,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441316WE90C,10038631,T7695-U01,T7695,2023-09-20 00:00:00,,
0000441317WE549,10018624,T1844-U02,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441317WE549,10018624,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441318WEA97,10004572,T1844-U02,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441318WEA97,10004572,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441319WE6D2,10014199,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441319WE6D2,10014199,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441320WEF7B,10016927,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441320WEF7B,10016927,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441321WE33E,10016923,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441321WE33E,10016923,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441322WEFFE,10071332,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441322WEFFE,10071332,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441323WE3BB,10031411,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441323WE3BB,10031411,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441324WEE71,10031376,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441324WEE71,10031376,T7695-U04,T7695,2023-09-20 00:00:00,,
0000441336WE459,10017994,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441336WE459,10017994,T5976-U04,T5976,2023-09-19 00:00:00,,
0000441337WE81C,10017928,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441337WE81C,10017928,T5976-U04,T5976,2023-09-19 00:00:00,,
0000441339WEB87,10018441,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441339WEB87,10018441,T5976-U04,T5976,2023-09-19 00:00:00,,
0000441341WECCE,10022207,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441341WECCE,10022207,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441342WE00E,10027081,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441342WE00E,10027081,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441343WEC4B,10013998,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441343WEC4B,10013998,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441344WE181,10018043,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441344WE181,10018043,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441345WEDC4,10045379,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441345WEDC4,10045379,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441346WE104,10069448,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441346WE104,10069448,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441347WED41,10018041,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441347WED41,10018041,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441348WE29F,10044181,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441348WE29F,10044181,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441349WEEDA,10010879,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441349WEEDA,10010879,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441350WEA26,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441350WEA26,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441351WE663,10010874,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441351WE663,10010874,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441352WEAA3,10024743,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441352WEAA3,10024743,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441353WE6E6,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441353WE6E6,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441354WEB2C,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441354WEB2C,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441355WE769,10014273,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441355WE769,10014273,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441356WEBA9,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441356WEBA9,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441357WE7EC,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441357WE7EC,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441358WE832,10010875,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441358WE832,10010875,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441362WED5B,10019846,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441362WED5B,10019846,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441364WECD4,,T773-U01,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441364WECD4,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441365WE091,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441365WE091,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441366WEC51,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441366WEC51,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441367WE014,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441367WE014,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441368WEFCA,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441368WEFCA,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441369WE38F,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441369WE38F,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441370WE773,10005482,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441370WE773,10005482,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441371WEB36,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441371WEB36,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441372WE7F6,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441372WE7F6,,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441373WEBB3,10020802,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441373WEBB3,10020802,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441374WE679,10006980,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441374WE679,10006980,T7670-U02,T7670,2023-09-19 00:00:00,,
0000441375WEA3C,10020803,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441375WEA3C,10020803,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441376WE6FC,10034092,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441376WE6FC,10034092,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441377WEAB9,10018493,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441377WEAB9,10018493,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441378WE567,10047786,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441378WE567,10047786,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441379WE922,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441379WE922,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000441380WE764,10006188,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441380WE764,10006188,T5976-U04,T5976,2023-09-19 00:00:00,,
0000441381WEB21,10010885,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000441381WEB21,10010885,T5976-U04,T5976,2023-09-19 00:00:00,,
0000441388WE570,,T1844-U02,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441388WE570,,T7695-U03,T7695,2023-09-20 00:00:00,,
0000441389WE935,10013283,T1844-U02,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441389WE935,10013283,T7695-U03,T7695,2023-09-20 00:00:00,,
0000441391WE18C,10060190,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000441391WE18C,10060190,T7695-U02,T7695,2023-09-20 00:00:00,,
0000442102WEA4C,10013996,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442102WEA4C,10013996,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442105WE786,10013997,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442105WE786,10013997,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442110WE064,,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442110WE064,,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442111WEC21,,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442111WEC21,,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442114WE16E,10023492,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442114WE16E,10023492,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442117WEDAE,10004105,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442117WEDAE,10004105,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442118WE270,,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442118WE270,,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442121WEBD9,10013258,T1844-U01,T1844,2022-05-01 00:00:00,2022-11-30 00:00:00,icp decom
0000442123WEB5C,10018342,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442123WEB5C,10018342,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442124WE696,10018639,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442124WE696,10018639,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442127WEA56,10059172,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442127WEA56,10059172,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442128WE588,10010904,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442128WE588,10010904,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442129WE9CD,10010909,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442129WE9CD,10010909,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442130WED31,10018640,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442130WED31,10018640,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442133WE1F1,10018646,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442133WE1F1,10018646,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442135WE07E,10013814,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442135WE07E,10013814,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442137WE0FB,10013260,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442137WE0FB,10013260,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442138WEF25,10013819,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442138WEF25,10013819,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442140WE86C,10025565,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442140WE86C,10025565,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442172WEF11,10059169,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442172WEF11,10059169,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442174WEE9E,10013815,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442174WEE9E,10013815,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442175WE2DB,10013261,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442175WE2DB,10013261,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442178WED80,10022095,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442178WED80,10022095,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442180WEF83,,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442180WEF83,,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442181WE3C6,,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442181WE3C6,,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442183WE343,10023540,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442183WE343,10023540,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442185WE2CC,10022094,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442185WE2CC,10022094,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442188WED97,10032132,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442188WED97,10032132,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442189WE1D2,10010861,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442189WE1D2,10010861,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442191WE96B,,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442191WE96B,,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442194WE424,10010856,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442194WE424,10010856,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442196WE4A1,,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442196WE4A1,,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442197WE8E4,10010858,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000442197WE8E4,10010858,T7695-U01,T7695,2023-09-20 00:00:00,,
0000442501WEA8D,10019039,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442501WEA8D,10019039,T7670-U02,T7670,2023-09-19 00:00:00,,
0000442502WE64D,10017670,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442502WE64D,10017670,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442503WEA08,10063305,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442503WEA08,10063305,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442505WEB87,10017108,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442505WEB87,10017108,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442507WEB02,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442507WEB02,,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442508WE4DC,10019034,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442508WE4DC,10019034,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442513WE0A5,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442513WE0A5,,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442515WE12A,10020165,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442515WE12A,10020165,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442517WE1AF,10032092,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442517WE1AF,10032092,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442519WE234,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442519WE234,,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442521WE7D8,10017769,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442521WE7D8,10017769,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442523WE75D,10017773,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442523WE75D,10017773,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442580WE382,10017740,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442580WE382,10017740,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442582WE307,10018578,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442582WE307,10018578,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442584WE288,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442584WE288,,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442586WE20D,10043050,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442586WE20D,10043050,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442588WE196,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442588WE196,,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442592WE9AA,10004893,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442592WE9AA,10004893,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442594WE825,10017770,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442594WE825,10017770,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442596WE8A0,,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442596WE8A0,,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442598WEB3B,10017671,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442598WEB3B,10017671,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442599WE77E,10019036,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442599WE77E,10019036,T7670-U03,T7670,2023-09-19 00:00:00,,
0000442701WE08A,10060169,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442701WE08A,10060169,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442702WEC4A,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442702WEC4A,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442706WED40,10031333,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442706WED40,10031333,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442711WEA27,10031332,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442711WEA27,10031332,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442713WEAA2,10018498,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442713WEAA2,10018498,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442715WEB2D,10031330,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442715WEB2D,10031330,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442719WE833,10060170,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442719WE833,10060170,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442724WE090,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442724WE090,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442728WE38E,10041679,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442728WE38E,10041679,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442732WEBB2,10022261,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442732WEBB2,10022261,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442737WE6FD,10031341,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442737WE6FD,10031341,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442745WE325,10068613,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442745WE325,10068613,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442749WE03B,10049420,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442749WE03B,10049420,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442750WE4C7,10019844,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442750WE4C7,10019844,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442754WE5CD,10022093,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442754WE5CD,10022093,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442758WE6D3,10031275,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442758WE6D3,10031275,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442762WE3BA,10018495,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442762WE3BA,10018495,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442767WEEF5,10031331,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442767WEEF5,10031331,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442771WE5D7,,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442771WE5D7,,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442775WE4DD,10036248,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442775WE4DD,10036248,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442780WE985,10031328,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442780WE985,10031328,T7670-U01,T7670,2023-09-19 00:00:00,,
0000442784WE88F,10060165,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000442784WE88F,10060165,T7670-U01,T7670,2023-09-19 00:00:00,,
